_id,entity_names,length
563b937065f2883a11116f4e,Tatonka,1
563b937065f2883a11116f4f,Hardrige,1
563b937065f2883a11116f50,Crazy 8,2
563b937065f2883a11116f51,Vandebag,1
563b937065f2883a11116f52,Icky Baby,2
563b937065f2883a11116f53,Liz Golf,2
563b937065f2883a11116f54,Roebucks,1
563b937065f2883a11116f55,Compagnie de Provence,3
563b937065f2883a11116f56,Clarins,1
563b937065f2883a11116f57,Ros Hommerson,2
563b937065f2883a11116f58,Luciano Padovan,2
563b937065f2883a11116f59,Lene Bjerre,2
563b937065f2883a11116f5a,Strellson,1
563b937065f2883a11116f5b,Sheri Martin,2
563b937065f2883a11116f5c,Oxxford Clothes,2
563b937065f2883a11116f5d,Headrush,1
563b937065f2883a11116f5e,Naomi Campbell,2
563b937065f2883a11116f5f,Cypress Links,2
563b937065f2883a11116f60,My Little Pony,3
563b937065f2883a11116f61,Shyla,1
563b937065f2883a11116f62,Hayabusa,1
563b937065f2883a11116f63,Decor Walther,2
563b937065f2883a11116f64,Underscore,1
563b937065f2883a11116f65,Pangea,1
563b937065f2883a11116f66,Best Behavior,2
563b937065f2883a11116f67,Garmin,1
563b937065f2883a11116f68,Vanity,1
563b937065f2883a11116f69,Linea Zeta,2
563b937065f2883a11116f6a,Brandolini,1
563b937065f2883a11116f6b,Giambattista Valli,2
563b937065f2883a11116f6c,Nina Canacci,2
563b937065f2883a11116f6d,Noisy May,2
563b937065f2883a11116f6e,Lapis,1
563b937065f2883a11116f6f,Marithé + Francois Girbaud,4
563b937065f2883a11116f70,Anne Cole,2
563b937065f2883a11116f71,Tropical Honey,2
563b937065f2883a11116f72,Marco Polo,2
563b937065f2883a11116f73,Fräulein Annie,2
563b937065f2883a11116f74,Transformers,1
563b937065f2883a11116f75,Egg,1
563b937065f2883a11116f76,Five Ten,2
563b937065f2883a11116f77,Mavi,1
563b937065f2883a11116f78,Me & Zena,3
563b937065f2883a11116f79,Jezebel,1
563b937065f2883a11116f7a,212 Collection,2
563b937065f2883a11116f7b,Paradise Blue,2
563b937065f2883a11116f7c,SLY 010 Addition,3
563b937065f2883a11116f7d,Royal VKB,2
563b937065f2883a11116f7e,Sanetta,1
563b937065f2883a11116f7f,Gusta Ray,2
563b937065f2883a11116f80,Gianni,1
563b937065f2883a11116f81,Liz Lange,2
563b937065f2883a11116f82,Venini,1
563b937065f2883a11116f83,Animal Planet,2
563b937065f2883a11116f84,Tibaldi,1
563b937065f2883a11116f85,Lord & Taylor,3
563b937065f2883a11116f86,Phantasya,1
563b937065f2883a11116f87,Diane von Furstenberg,3
563b937065f2883a11116f88,The Hat Company,3
563b937065f2883a11116f89,Baby Togs,2
563b937065f2883a11116f8a,Blue Blood,2
563b937065f2883a11116f8b,Cardigan by Lynne Hiriak,4
563b937065f2883a11116f8c,Criminal Damage,2
563b937065f2883a11116f8d,Dumond,1
563b937065f2883a11116f8e,Tantra,1
563b937065f2883a11116f8f,Ruffini,1
563b937065f2883a11116f90,Guntwo,1
563b937065f2883a11116f91,Simmons,1
563b937065f2883a11116f92,S'NOB,1
563b937065f2883a11116f93,Bikkemberg Kids,2
563b937065f2883a11116f94,Paper Denim & Cloth,4
563b937065f2883a11116f95,Joana & Paola,3
563b937065f2883a11116f96,After Dark,2
563b937065f2883a11116f97,Carbon Express,2
563b937065f2883a11116f98,Alexander,1
563b937065f2883a11116f99,CeeVee,1
563b937065f2883a11116f9a,Dabung,1
563b937065f2883a11116f9b,Hammerstein,1
563b937065f2883a11116f9c,Goosecraft,1
563b937065f2883a11116f9d,Dovo,1
563b937065f2883a11116f9e,Kinetix,1
563b937065f2883a11116f9f,Zalando Home,2
563b937065f2883a11116fa0,Figura,1
563b937065f2883a11116fa1,YAS,1
563b937065f2883a11116fa2,Adrienne Landau,2
563b937065f2883a11116fa3,Versini,1
563b937065f2883a11116fa4,Etnies,1
563b937065f2883a11116fa5,Victory,1
563b937065f2883a11116fa6,Fancy Nancy,2
563b937065f2883a11116fa7,SPAO,1
563b937065f2883a11116fa8,Warm Essentials by Cuddl Duds,5
563b937065f2883a11116fa9,Sam & Billy,3
563b937065f2883a11116faa,Hyperlite,1
563b937065f2883a11116fab,Maxim,1
563b937065f2883a11116fac,Andrea Fontebasso,2
563b937065f2883a11116fad,Lenovia,1
563b937065f2883a11116fae,Vuarnet,1
563b937065f2883a11116faf,Attitudes,1
563b937065f2883a11116fb0,Zeta,1
563b937065f2883a11116fb1,ABS by Allen Schwartz,4
563b937065f2883a11116fb2,Paolo Scafora,2
563b937065f2883a11116fb3,Beetlejuice,1
563b937065f2883a11116fb4,LYDC London,2
563b937065f2883a11116fb5,Chicago,1
563b937065f2883a11116fb6,Disney Vintage,2
563b937065f2883a11116fb7,Little Adventures,2
563b937065f2883a11116fb8,Howlin by Morrison,3
563b937065f2883a11116fb9,Schöffel,1
563b937065f2883a11116fba,Gatorade,1
563b937065f2883a11116fbb,Nice Collective,2
563b937065f2883a11116fbc,BODYPOST,1
563b937065f2883a11116fbd,Angels,1
563b937065f2883a11116fbe,Williams,1
563b937065f2883a11116fbf,Caliber,1
563b937065f2883a11116fc0,Amy's Closet,2
563b937065f2883a11116fc1,Karmakula,1
563b937065f2883a11116fc2,Rasco,1
563b937065f2883a11116fc3,Villager,1
563b937065f2883a11116fc4,Bang,1
563b937065f2883a11116fc5,Asg,1
563b937065f2883a11116fc6,Jason Maxwell,2
563b937065f2883a11116fc7,Ask,1
563b937065f2883a11116fc8,Japrag,1
563b937065f2883a11116fc9,Supreme Being,2
563b937065f2883a11116fca,Jones,1
563b937065f2883a11116fcb,Havana Joe,2
563b937065f2883a11116fcc,Wise,1
563b937065f2883a11116fcd,Malco,1
563b937065f2883a11116fce,Wish,1
563b937065f2883a11116fcf,Fairway & Greene,3
563b937065f2883a11116fd0,Cigno Nero,2
563b937065f2883a11116fd1,Hamaki-Ho,1
563b937065f2883a11116fd2,Pandora,1
563b937065f2883a11116fd3,Kare Design,2
563b937065f2883a11116fd4,Luxxos,1
563b937065f2883a11116fd5,Hard Rock,2
563b937065f2883a11116fd6,Twill 22,2
563b937065f2883a11116fd7,Encore,1
563b937065f2883a11116fd8,Andrea Behar,2
563b937065f2883a11116fd9,Mountain Gear,2
563b937065f2883a11116fda,Type Z,2
563b937065f2883a11116fdb,Safilo,1
563b937065f2883a11116fdc,CRUISE CONTROL,2
563b937065f2883a11116fdd,Lanvin,1
563b937065f2883a11116fde,Kingston,1
563b937065f2883a11116fdf,Paragon,1
563b937065f2883a11116fe0,4U by Forever Unique,4
563b937065f2883a11116fe1,Boboli,1
563b937065f2883a11116fe2,Blue Inc,2
563b937065f2883a11116fe3,Rabbit Skins,2
563b937065f2883a11116fe4,air4men by Caprice,3
563b937065f2883a11116fe5,Worthington,1
563b937065f2883a11116fe6,Burberry Sport,2
563b937065f2883a11116fe7,Siste's,1
563b937065f2883a11116fe8,Hot Rock,2
563b937065f2883a11116fe9,Alchemy,1
563b937065f2883a11116fea,Amethyst,1
563b937065f2883a11116feb,32 Degrees,2
563b937065f2883a11116fec,Marcello,1
563b937065f2883a11116fed,Thomas & Thomas,3
563b937065f2883a11116fee,Araina,1
563b937065f2883a11116fef,Joe Rocket,2
563b937065f2883a11116ff0,Kilian Kerner,2
563b937065f2883a11116ff1,Georgina Goodman,2
563b937065f2883a11116ff2,Zambos & Siega,3
563b937065f2883a11116ff3,Cébé,1
563b937065f2883a11116ff4,J. Garcia,2
563b937065f2883a11116ff5,Glamour,1
563b937065f2883a11116ff6,Koh-Tao,1
563b937065f2883a11116ff7,sweet deluxe,2
563b937065f2883a11116ff8,Life is Crap,3
563b937065f2883a11116ff9,Bucketfeet,1
563b937065f2883a11116ffa,Sarah Bentley,2
563b937065f2883a11116ffb,rice,1
563b937065f2883a11116ffc,Le Diamantaire,2
563b937065f2883a11116ffd,Oliver Weber,2
563b937065f2883a11116ffe,JWLA,1
563b937065f2883a11116fff,Lova,1
563b937065f2883a11117000,Datch,1
563b937065f2883a11117001,Issa,1
563b937065f2883a11117002,Katherine Hamnett,2
563b937065f2883a11117003,VerSei,1
563b937065f2883a11117004,ALTRU Apparel,2
563b937065f2883a11117005,SUD Plein Sud,3
563b937065f2883a11117006,SIENNA,1
563b937065f2883a11117007,Sebago,1
563b937065f2883a11117008,Padders,1
563b937065f2883a11117009,CK Calvin Klein,3
563b937065f2883a1111700a,Katrus,1
563b937065f2883a1111700b,Olymp Level 5,3
563b937065f2883a1111700c,Miss Blumarine,2
563b937065f2883a1111700d,Frends,1
563b937065f2883a1111700e,Sartorio Napoli,2
563b937065f2883a1111700f,Jovani,1
563b937065f2883a11117010,Style&co.,1
563b937065f2883a11117011,Homemania,1
563b937065f2883a11117012,Exclusively Misook,2
563b937065f2883a11117013,Andover,1
563b937065f2883a11117014,Jackira,1
563b937065f2883a11117015,Bodythongs,1
563b937065f2883a11117016,State O Maine,3
563b937065f2883a11117017,Global Identity,2
563b937065f2883a11117018,mules at home,3
563b937065f2883a11117019,Pusser's,1
563b937065f2883a1111701a,Marshall Fields,2
563b937065f2883a1111701b,Sophysticated,1
563b937065f2883a1111701c,Coogi,1
563b937065f2883a1111701d,Féraud,1
563b937065f2883a1111701e,Evriholder,1
563b937065f2883a1111701f,Dogo,1
563b937065f2883a11117020,DMC,1
563b937065f2883a11117021,Rocket Factory,2
563b937065f2883a11117022,Camilla Skovgaard,2
563b937065f2883a11117023,eskandar,1
563b937065f2883a11117024,Kaviar Gauche for Zalando Collection,5
563b937065f2883a11117025,Hetregó,1
563b937065f2883a11117026,Alma en Pena,3
563b937065f2883a11117027,One World,2
563b937065f2883a11117028,Anderson,1
563b937065f2883a11117029,Joha,1
563b937065f2883a1111702a,Rolodex,1
563b937065f2883a1111702b,Gryson,1
563b937065f2883a1111702c,Love Moschino,2
563b937065f2883a1111702d,Andrew MacKenzie,2
563b937065f2883a1111702e,ZOIC,1
563b937065f2883a1111702f,Hopenlife,1
563b937065f2883a11117030,Kiwi,1
563b937065f2883a11117031,Travel Blue,2
563b937065f2883a11117032,Risk,1
563b937065f2883a11117033,Indian Rose,2
563b937065f2883a11117034,Aigner,1
563b937065f2883a11117035,Ziva,1
563b937065f2883a11117036,Robert Graham Freshly Laundered,4
563b937065f2883a11117037,Moda in Pelle,3
563b937065f2883a11117038,Dachstein,1
563b937065f2883a11117039,MOA - Master of Arts,5
563b937065f2883a1111703a,Peugeot,1
563b937065f2883a1111703b,Johnson Motor Inc,3
563b937065f2883a1111703c,City Threads,2
563b937065f2883a1111703d,Faguo,1
563b937065f2883a1111703e,Billy Reid,2
563b937065f2883a1111703f,Cambridge Dry Goods,3
563b937065f2883a11117040,Stepping Stones,2
563b937065f2883a11117041,White Diamonds,2
563b937065f2883a11117042,Kentucky's Western,2
563b937065f2883a11117043,De Puta Madre,3
563b937065f2883a11117044,Pop Icon,2
563b937065f2883a11117045,Capelli,1
563b937065f2883a11117046,Sportmax,1
563b937065f2883a11117047,Les Tropeziennes,2
563b937065f2883a11117048,J.A.C.H.S.,1
563b937065f2883a11117049,Colors of California,3
563b937065f2883a1111704a,Vena Cava,2
563b937065f2883a1111704b,John Henry,2
563b937065f2883a1111704c,SoNize,1
563b937065f2883a1111704d,Aurélie Bidermann,2
563b937065f2883a1111704e,Corsair,1
563b937065f2883a1111704f,Call of Duty,3
563b937065f2883a11117050,American Eagle Outfitters,3
563b937065f2883a11117051,Yoko Design,2
563b937065f2883a11117052,Sefama,1
563b937065f2883a11117053,Titi Couture,2
563b937065f2883a11117054,Closet,1
563b937065f2883a11117055,Overbeck & Friends,3
563b937065f2883a11117056,Earth Spirit,2
563b937065f2883a11117057,Sacred Threads,2
563b937065f2883a11117058,Kaporal,1
563b937065f2883a11117059,Gymboree,1
563b937065f2883a1111705a,Frank Dandy,2
563b937065f2883a1111705b,BCX,1
563b937065f2883a1111705c,American Idol,2
563b937065f2883a1111705d,John White,2
563b937065f2883a1111705e,Method,1
563b937065f2883a1111705f,L'eggs,1
563b937065f2883a11117060,TRU-SPEC,1
563b937065f2883a11117061,Shumaq,1
563b937065f2883a11117062,Ironclad,1
563b937065f2883a11117063,J. C. Penney,3
563b937065f2883a11117064,United Lables,2
563b937065f2883a11117065,American Needle,2
563b937065f2883a11117066,Octopus,1
563b937065f2883a11117067,Mystique,1
563b937065f2883a11117068,Blümchen & KO,3
563b937065f2883a11117069,Michalsky,1
563b937065f2883a1111706a,C'est Toi,2
563b937065f2883a1111706b,Secret Weapon,2
563b937065f2883a1111706c,Tres Noir,2
563b937065f2883a1111706d,City of Angels,3
563b937065f2883a1111706e,REVERE,1
563b937065f2883a1111706f,Emile et Rose,3
563b937065f2883a11117070,Siviglia,1
563b937065f2883a11117071,Remington,1
563b937065f2883a11117072,Torn,1
563b937065f2883a11117073,IT Luggage,2
563b937065f2883a11117074,Lanz of Salzburg,3
563b937065f2883a11117075,SRH,1
563b937065f2883a11117076,Oonagh by Nanette Lepore,4
563b937065f2883a11117077,Gossip Girl,2
563b937065f2883a11117078,Hooey,1
563b937065f2883a11117079,Consensus,1
563b937065f2883a1111707a,Sprayground,1
563b937065f2883a1111707b,Auren,1
563b937065f2883a1111707c,Pitter Patter,2
563b937065f2883a1111707d,Farah 1920,2
563b937065f2883a1111707e,Boulet,1
563b937065f2883a1111707f,Canopy,1
563b937065f2883a11117080,Holmes,1
563b937065f2883a11117081,ERES,1
563b937065f2883a11117082,Camber,1
563b937065f2883a11117083,American Living,2
563b937065f2883a11117084,Adi Designs,2
563b937065f2883a11117085,Bestforman,1
563b937065f2883a11117086,Kaufman,1
563b937065f2883a11117087,Culture,1
563b937065f2883a11117088,Spacecraft,1
563b937065f2883a11117089,Sons of Anarchy,3
563b937065f2883a1111708a,Harrison,1
563b937065f2883a1111708b,Campbell,1
563b937065f2883a1111708c,Pop Art,2
563b937065f2883a1111708d,Peak Performance,2
563b937065f2883a1111708e,Mojo,1
563b937065f2883a1111708f,Laurant Bennet,2
563b937065f2883a11117090,LOB,1
563b937065f2883a11117091,Acquaverde,1
563b937065f2883a11117092,At Home,2
563b937065f2883a11117093,Ungaro,1
563b937065f2883a11117094,Grafix,1
563b937065f2883a11117095,David Beckham,2
563b937065f2883a11117096,Manfrotto,1
563b937065f2883a11117097,Precious Cargo,2
563b937065f2883a11117098,Vero Moda Very,3
563b937065f2883a11117099,Necessary Objects,2
563b937065f2883a1111709a,Paul Green,2
563b937065f2883a1111709b,Sweet Pea,2
563b937065f2883a1111709c,Ely Cattleman,2
563b937065f2883a1111709d,Master Smith,2
563b937065f2883a1111709e,Rützou,1
563b937065f2883a1111709f,La Mimossa,2
563b937065f2883a111170a0,Seltmann Weiden,2
563b937065f2883a111170a1,Python,1
563b937065f2883a111170a2,Truth or Dare by Madonna,5
563b937065f2883a111170a3,Berlioni,1
563b937065f2883a111170a4,Aude,1
563b937065f2883a111170a5,Lord Jeff,2
563b937065f2883a111170a6,Steve & Barry's,3
563b937065f2883a111170a7,Mocks,1
563b937065f2883a111170a8,Amelia,1
563b937065f2883a111170a9,Ancient Greek Sandals for Marios Schwab,6
563b937065f2883a111170aa,Terance Kole,2
563b937065f2883a111170ab,Merry Brite,2
563b937065f2883a111170ac,Kathy Che,2
563b937065f2883a111170ad,Seidensticker Schwarze Rose,3
563b937065f2883a111170ae,Vigar,1
563b937065f2883a111170af,Marc Ecko Timepieces,3
563b937065f2883a111170b0,Alyce Designs,2
563b937065f2883a111170b1,Hollis,1
563b937065f2883a111170b2,Numero 10,2
563b937065f2883a111170b3,Haversack,1
563b937065f2883a111170b4,House of Hounds,3
563b937065f2883a111170b5,Errea,1
563b937065f2883a111170b6,Pink Polkadot,2
563b937065f2883a111170b7,ESPRIT Casual,2
563b937065f2883a111170b8,Tahari,1
563b937065f2883a111170b9,G.TFUR,1
563b937065f2883a111170ba,Uncommon Threads,2
563b937065f2883a111170bb,Georgio Caponi,2
563b937065f2883a111170bc,Spalding,1
563b937065f2883a111170bd,Hydrogen,1
563b937065f2883a111170be,Three Hearts,2
563b937065f2883a111170bf,La Finesse,2
563b937065f2883a111170c0,Daniel Ellissa,2
563b937065f2883a111170c1,RJC,1
563b937065f2883a111170c2,Lizsport,1
563b937065f2883a111170c3,Cleveland Golf,2
563b937065f2883a111170c4,Danskin,1
563b937065f2883a111170c5,RJM,1
563b937065f2883a111170c6,Goliath,1
563b937065f2883a111170c7,Mimi Holliday,2
563b937065f2883a111170c8,Vanilia,1
563b937065f2883a111170c9,Award Design Metals,3
563b937065f2883a111170ca,Rohde,1
563b937065f2883a111170cb,Altuzarra,1
563b937065f2883a111170cc,Fabretti,1
